id,privacy_api_class,privacy_api_method,privacy_api,description
585,android.telephony.cdma.CdmaCellLocation,getBaseStationLongitude,Landroid/telephony/cdma/CdmaCellLocation;.getBaseStationLongitude:()I,
586,android.telephony.cdma.CdmaCellLocation,getBaseStationLatitude,Landroid/telephony/cdma/CdmaCellLocation;.getBaseStationLatitude:()I,
587,android.telephony.cdma.CdmaCellLocation,getBaseStationId,Landroid/telephony/cdma/CdmaCellLocation;.getBaseStationId:()I,
588,android.net.NetworkInfo,getExtraInfo,Landroid/net/NetworkInfo;.getExtraInfo:()Ljava/lang/String;,
589,android.location.Location,mLatitude,Landroid/location/Location;.mLatitude:D,
590,android.location.Location,mLongitude,Landroid/location/Location;.mLongitude:D,
591,android.location.Location,mAltitude,Landroid/location/Location;.mAltitude:D,
592,android.telephony.cdma.CdmaCellLocation,mSystemId,Landroid/telephony/cdma/CdmaCellLocation;.mSystemId:I,
593,android.telephony.gsm.GsmCellLocation,mPsc,Landroid/telephony/gsm/GsmCellLocation;.mPsc:I,
594,android.telephony.gsm.GsmCellLocation,mLac,Landroid/telephony/gsm/GsmCellLocation;.mLac:I,
595,android.location.Address,mLatitude,Landroid/location/Address;.mLatitude:D,
596,android.location.Address,mLongitude,Landroid/location/Address;.mLongitude:D,
597,android.telephony.gsm.GsmCellLocation,mCid,Landroid/telephony/gsm/GsmCellLocation;.mCid:I,
598,android.telephony.cdma.CdmaCellLocation,mNetworkId,Landroid/telephony/cdma/CdmaCellLocation;.mNetworkId:I,
599,android.telephony.cdma.CdmaCellLocation,mBaseStationLongitude,Landroid/telephony/cdma/CdmaCellLocation;.mBaseStationLongitude:I,
600,android.telephony.cdma.CdmaCellLocation,mBaseStationLatitude,Landroid/telephony/cdma/CdmaCellLocation;.mBaseStationLatitude:I,
601,android.telephony.cdma.CdmaCellLocation,mBaseStationId,Landroid/telephony/cdma/CdmaCellLocation;.mBaseStationId:I,
602,android.net.NetworkInfo,mExtraInfo,Landroid/net/NetworkInfo;.mExtraInfo:Ljava/lang/String;,
603,android.database.Cursor,getColumnIndexOrThrow,Landroid/database/Cursor;.getColumnIndexOrThrow:(Ljava/lang/String;)I,
604,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
605,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
606,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
607,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
608,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
609,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
610,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
611,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
612,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
613,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
614,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
615,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
616,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
617,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
618,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
619,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
620,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
621,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
622,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
623,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
624,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
625,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
626,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
627,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
628,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
629,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
630,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
631,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
632,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
633,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
634,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
635,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
636,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
637,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
638,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
639,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
640,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
641,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
642,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
643,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
644,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
645,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
646,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
647,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
648,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
649,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
650,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
651,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
652,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
653,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
654,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
655,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
656,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
657,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
658,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
659,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
660,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
661,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
662,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
663,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
664,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
665,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
666,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
667,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
668,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
669,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
670,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
671,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
672,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
673,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
674,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
675,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
676,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
677,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
678,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
679,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
680,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
681,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
682,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
683,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
684,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
685,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
686,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
687,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
688,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
689,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
690,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
691,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
692,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
693,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
694,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
695,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
696,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
697,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
698,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
699,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
700,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
701,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
702,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
703,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
704,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
705,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
706,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
707,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
708,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
709,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
710,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
711,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
712,android.hardware.SensorManager,getSensorList,Landroid/hardware/SensorManager;.getSensorList:(I)Ljava/util/List;,
713,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(I)Landroid/hardware/Sensor;,
714,android.hardware.SensorManager,getDefaultSensor,Landroid/hardware/SensorManager;.getDefaultSensor:(IZ)Landroid/hardware/Sensor;,
715,android.hardware.SensorManager,getDynamicSensorList,Landroid/hardware/SensorManager;.getDynamicSensorList:(I)Ljava/util/List;,
716,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;I)Z,
717,android.hardware.SensorManager,registerListener,Landroid/hardware/SensorManager;.registerListener:(Landroid/hardware/SensorListener;II)Z,
718,android.provider.Settings$System,getString,Landroid/provider/Settings$System;.getString:(Landroid/content/ContentResolver;Ljava/lang/String;)Ljava/lang/String;,
719,android.provider.MediaStore,Images.Media.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Images$Media;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
720,android.provider.MediaStore,Audio.Playlists.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Audio$Playlists;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
721,android.provider.MediaStore,Video.Thumbnails.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Video$Thumbnails;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
722,android.provider.MediaStore,Images.Thumbnails.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Images$Thumbnails;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
723,android.provider.MediaStore,Downloads.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Downloads;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
724,android.provider.MediaStore,MediaStore.Audio.Media.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Audio$Media;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
725,android.provider.MediaStore,MediaStore.Video.Media.EXTERNAL_CONTENT_URI,Landroid/provider/MediaStore$Video$Media;.EXTERNAL_CONTENT_URI:Landroid/net/Uri;,
726,String Regex Query,content://media/external/*,,
727,android.view.OrientationEventListener,enable,Landroid/view/OrientationEventListener;.enable:()V,
728,android.view.OrientationEventListener,disable,Landroid/view/OrientationEventListener;.disable:()V,
729,android.view.OrientationEventListener,canDetectOrientation,Landroid/view/OrientationEventListener;.canDetectOrientation:()Z,
730,android.view.OrientationEventListener,<init>,Landroid/view/OrientationEventListener;.<init>:(Landroid/content/Context;)V,
731,android.view.OrientationEventListener,<init>,Landroid/view/OrientationEventListener;.<init>:(Landroid/content/Context;I)V,
732,android.hardware.fingerprint.FingerprintManager,authenticate,Landroid/hardware/fingerprint/FingerprintManager;.authenticate:(Landroid/hardware/fingerprint/FingerprintManager$CryptoObject;Landroid/os/CancellationSignal;ILandroid/hardware/fingerprint/FingerprintManager$AuthenticationCallback;Landroid/os/Handler;)V,
733,android.hardware.fingerprint.FingerprintManager,hasEnrolledFingerprints,Landroid/hardware/fingerprint/FingerprintManager;.hasEnrolledFingerprints:()Z,
734,android.hardware.biometrics.BiometricPrompt,isConfirmationRequired,Landroid/hardware/biometrics/BiometricPrompt;.isConfirmationRequired:()Z,
735,android.hardware.biometrics.BiometricPrompt,authenticate,Landroid/hardware/biometrics/BiometricPrompt;.authenticate:(Landroid/hardware/biometrics/BiometricPrompt$CryptoObject;Landroid/os/CancellationSignal;Ljava/util/concurrent/Executor;Landroid/hardware/biometrics/BiometricPrompt$AuthenticationCallback;)V,
736,android.hardware.biometrics.BiometricPrompt,authenticate,Landroid/hardware/biometrics/BiometricPrompt;.authenticate:(Landroid/os/CancellationSignal;Ljava/util/concurrent/Executor;Landroid/hardware/biometrics/BiometricPrompt$AuthenticationCallback;)V,
737,android.hardware.biometrics.BiometricPrompt,getTitle,Landroid/hardware/biometrics/BiometricPrompt;.getTitle:()Ljava/lang/CharSequence;,
738,android.hardware.biometrics.BiometricPrompt,getSubtitle,Landroid/hardware/biometrics/BiometricPrompt;.getSubtitle:()Ljava/lang/CharSequence;,
739,android.hardware.biometrics.BiometricPrompt,getNegativeButtonText,Landroid/hardware/biometrics/BiometricPrompt;.getNegativeButtonText:()Ljava/lang/CharSequence;,
740,android.hardware.biometrics.BiometricPrompt,getDescription,Landroid/hardware/biometrics/BiometricPrompt;.getDescription:()Ljava/lang/CharSequence;,
741,android.hardware.biometrics.BiometricPrompt,getAllowedAuthenticators,Landroid/hardware/biometrics/BiometricPrompt;.getAllowedAuthenticators:()I,
